[2025-09-18T07:51:08.665Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/logout"}
[2025-09-18T13:50:22.995Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T14:05:30.795Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/products/68cc11a9e1c3b99e0f94d3f6/images"}
[2025-09-18T16:00:01.298Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/dashboard"}
[2025-09-18T16:00:06.084Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/logout"}
[2025-09-18T17:42:43.959Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/products?page=1&limit=20"}
[2025-09-18T17:42:43.972Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?limit=100"}
[2025-09-18T17:42:43.981Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/products?page=1&limit=20"}
[2025-09-18T17:42:44.000Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T17:42:44.013Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::ffff:127.0.0.1"}
[2025-09-18T17:42:44.147Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?limit=100"}
[2025-09-18T17:42:44.177Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T17:49:29.986Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?limit=100"}
[2025-09-18T17:49:30.002Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/products?page=1&limit=20"}
[2025-09-18T17:49:30.027Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T17:49:30.035Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T18:25:34.630Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/products?page=1&limit=20"}
[2025-09-18T18:25:34.643Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?limit=100"}
[2025-09-18T18:25:34.764Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T18:25:34.771Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T18:31:03.527Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/products?page=1&limit=20"}
[2025-09-18T18:31:03.642Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?limit=100"}
[2025-09-18T18:31:03.661Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T18:31:03.667Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T18:39:46.871Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/products?page=1&limit=20"}
[2025-09-18T18:39:46.891Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?limit=100"}
[2025-09-18T18:39:47.044Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T18:39:47.094Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T18:42:13.019Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/products?page=1&limit=20"}
[2025-09-18T18:42:13.031Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?limit=100"}
[2025-09-18T18:42:13.060Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T18:42:13.066Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T18:57:57.688Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/dashboard"}
[2025-09-18T18:57:59.732Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/dashboard?month=9&year=2025"}
[2025-09-18T19:35:06.072Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?limit=100&status=active&includeServiceTypes=true"}
[2025-09-18T19:35:06.082Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/products?page=1&limit=20"}
[2025-09-18T19:35:06.098Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T19:35:06.122Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T20:12:17.674Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories"}
[2025-09-18T20:27:59.691Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?page=1&limit=20"}
[2025-09-18T20:27:59.800Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T20:35:44.331Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?page=1&limit=20"}
[2025-09-18T20:35:44.805Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::ffff:127.0.0.1"}
[2025-09-18T20:51:44.248Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories/tree?includeInactive=true"}
[2025-09-18T20:51:44.268Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?page=1&limit=50&includeInactive=true"}
[2025-09-18T20:51:44.308Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-18T21:05:51.534Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories/tree?includeInactive=true"}
[2025-09-18T21:05:51.557Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/categories?page=1&limit=50&includeInactive=true"}
[2025-09-18T21:05:51.580Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
