[2025-09-24T05:19:33.123Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/dashboard"}
[2025-09-24T17:02:07.551Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/amc/admin/subscriptions"}
[2025-09-24T18:51:56.445Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/warranty-claims"}
[2025-09-24T18:51:56.463Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/amc/admin/subscriptions"}
[2025-09-24T18:51:56.641Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-24T18:57:34.374Z] [ERROR] Admin token verification error | {"error":"Connection pool for ac-cj6h43u-shard-00-01.okjqrni.mongodb.net:27017 was cleared because another operation failed with: \"read ECONNRESET\"","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/warranty-claims"}
[2025-09-24T18:57:34.387Z] [ERROR] Admin token verification error | {"error":"Connection pool for ac-cj6h43u-shard-00-01.okjqrni.mongodb.net:27017 was cleared because another operation failed with: \"read ECONNRESET\"","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/amc/admin/subscriptions"}
[2025-09-24T18:58:00.155Z] [ERROR] Admin token verification error | {"error":"connection 11 to [64:ff9b::9f29:f06b]:27017 timed out","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/blogs?page=1&limit=10"}
[2025-09-24T19:00:45.019Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/warranty-claims"}
[2025-09-24T19:00:45.100Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/amc/admin/subscriptions"}
[2025-09-24T19:00:45.422Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-24T19:30:49.884Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/warranty-claims"}
[2025-09-24T19:30:49.902Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/amc/admin/subscriptions"}
[2025-09-24T19:30:50.035Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-24T19:34:43.972Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/admin/warranty-claims"}
[2025-09-24T19:34:44.005Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/amc/admin/subscriptions"}
[2025-09-24T19:34:44.057Z] [ERROR] Token refresh failed | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","ip":"::1"}
[2025-09-24T20:37:51.373Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: jwt expired","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/amc/admin/subscriptions"}
[2025-09-24T21:12:57.842Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: Invalid token type","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all&search="}
[2025-09-24T21:12:58.037Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: Invalid token type","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/stats"}
[2025-09-24T21:12:58.075Z] [ERROR] Admin token verification error | {"error":"Access token verification failed: Invalid token type","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all&search="}
[2025-09-24T21:23:31.937Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all&search="}
[2025-09-24T21:23:31.950Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/stats"}
[2025-09-24T21:23:31.984Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all&search="}
[2025-09-24T21:30:20.603Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all&search="}
[2025-09-24T21:30:20.618Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/stats"}
[2025-09-24T21:30:20.665Z] [ERROR] Admin token verification error | {"error":"Cannot call `admins.findOne()` before initial connection is complete if `bufferCommands = false`. Make sure you `await mongoose.connect()` if you have `bufferCommands = false`.","tokenPrefix":"eyJhbGciOiJIUzI1NiIs...","endpoint":"/api/support-tickets/admin/all?page=1&limit=100&status=all&priority=all&search="}
